COUNT,LAT,LONG
42,49.2530417281246,-123.195297044604
39,49.2530310383304,-123.192312265411
34,49.253017896704,-123.189662019631
230,49.2691205485982,-123.139886202997
1,49.2261481134928,-123.089951489857
5,49.2226354762291,-123.095448496086
6,49.2226375995953,-123.096648759214
B,49.2227818934587,-123.098722122738
2,49.2213202006105,-123.099076238809
2,49.2204014437219,-123.098695312789
3,49.2212870913973,-123.095886271542
4,49.2203512151605,-123.095906845121
1,49.2212269421109,-123.092833394387
2,49.2203287433158,-123.092881698733
3,49.2221347171628,-123.092856669507
7,49.2195412048491,-123.099547727477
8,49.2187139833871,-123.099587097797
8,49.2190132234079,-123.09691832794
9,49.2189751093699,-123.095580939181
1,49.2194460240731,-123.09234818983
10,49.2189496902819,-123.09400054356
2,49.2187653646021,-123.092399433519
6,49.2159828566498,-123.092510167397
7,49.215120740479,-123.092946528005
8,49.2144326088766,-123.092959614137
13,49.2141174413876,-123.099638238397
5,49.235668896993,-123.098396414097
A,49.2320267024541,-123.092797024009
6,49.2349641221842,-123.098287195047
G,49.2320394757687,-123.098963735364
H,49.2319873410726,-123.097895339463
1,49.2340446460966,-123.097745914175
2,49.2338895517455,-123.09921056501
1,49.2319866724257,-123.0900478018
1,49.2305984195454,-123.089859176862
3,49.2298090247457,-123.089392807217
7,49.2278172516049,-123.09839838798
6,49.2287239491312,-123.098406355577
2,49.2304348887794,-123.092409464627
4,49.2277745934939,-123.095681583765
2,49.2277182923477,-123.092523202977
2,49.2305478934738,-123.099202499852
4,49.2295595803969,-123.095785970563
3,49.2286667919406,-123.095807607738
1,49.2304875772008,-123.095589287675
5,49.2287571541086,-123.100036073517
8,49.2278482109682,-123.100034925173
3,49.2295308337763,-123.092482635121
1,49.2286218838055,-123.092478878308
1,49.2281641005661,-123.08994526057
5,49.2259512928431,-123.098587551664
40,49.209252740939,-123.135473829404
46,49.209849294273,-123.136441372338
38,49.2094858650511,-123.134154103049
5,49.268349201105,-123.098534365134
4,49.2676248444238,-123.097260740908
53,49.2633941177805,-123.099671963483
54,49.2632260575161,-123.098088133105
55,49.2632043354742,-123.096570173919
122,49.2630700835736,-123.095736021077
106,49.2637482884209,-123.090360573211
105,49.2637771615918,-123.094103505259
102,49.264635158163,-123.094150151424
42,49.2639604478186,-123.098051955706
43,49.2639848445605,-123.099460137508
38,49.2649335865656,-123.099762935958
39,49.2648615166905,-123.097806372899
101,49.2646776094803,-123.092183128198
100,49.2646508721232,-123.090250736356
86,49.2655448009921,-123.090326728046
93,49.2664590935609,-123.090174091016
92,49.2665403781394,-123.091802523457
87,49.2655705613278,-123.091971123057
90,49.2665652972976,-123.095168113853
205,49.2663953212285,-123.186897309724
194,49.2655620538435,-123.187017374208
9,49.2281086194628,-123.145642713533
2,49.2298177621853,-123.145608674495
1,49.2298091601912,-123.147052223637
7,49.2298286045776,-123.148587333129
8,49.2280552857406,-123.148623700272
10,49.2278542076067,-123.14720305227
9,49.2280951953706,-123.150086573176
13,49.2281350540006,-123.151574198374
12,49.2298747491765,-123.150208795942
11,49.2299004913777,-123.151484908258
4,49.2302007729865,-123.153622374687
3,49.2292735501572,-123.153818617516
2,49.2283854635929,-123.153671617109
1,49.2274698178843,-123.153285527133
1,49.2311750660303,-123.153542350094
C,49.2229329596826,-123.145827075543
B,49.2229499370267,-123.147306220542
D,49.2229995359963,-123.144313910206
J,49.2229597417059,-123.148752371266
6,49.2263630631859,-123.148663549542
13,49.2249544087093,-123.148443275557
3,49.2245695537131,-123.1469741037
14,49.2244702676534,-123.147627234395
2,49.2245212932358,-123.146415187955
5,49.2261926731681,-123.147697136416
4,49.2260182745321,-123.146919947825
1,49.2260094559305,-123.146085555695
7,49.2263670563213,-123.150090183716
8,49.2263922942264,-123.151525521968
9,49.2264702278574,-123.15310247414
10,49.2253284044347,-123.153007546525
11,49.224984153353,-123.151590036813
12,49.2249764803122,-123.150129865497
L,49.2230977030016,-123.151561290428
6,49.2336720829778,-123.149880514215
28,49.2505980133013,-123.146757367122
17,49.2503280497919,-123.08475511488
57,49.2530270766481,-123.083031897619
59,49.2529516962471,-123.078978406946
38,49.2521930371906,-123.07873094985
39,49.2522464150699,-123.081059003973
40,49.252105310776,-123.083054770169
41,49.2521019603091,-123.084524190206
32,49.2512241642812,-123.084716744552
33,49.2511776816198,-123.082887344335
34,49.2511748812004,-123.081027431242
14,49.2501644762636,-123.079300732794
15,49.2502662632027,-123.081042117272
58,49.2529536149245,-123.081026975797
E,49.2229091299018,-123.14265117194
1,49.2254270376104,-123.14073234579
B,49.2618044626218,-123.086286070666
A,49.2616242431837,-123.084349807999
D,49.2601896850486,-123.082420898922
A,49.2615898333322,-123.080444127251
113,49.2627725509403,-123.078877402689
C,49.2603366690067,-123.080400708059
C,49.2602546035803,-123.084512631644
A,49.2589044775359,-123.084363259088
B,49.2588959971966,-123.082441269908
D,49.2603049019866,-123.078696368533
B,49.2615979245303,-123.082441235135
B,49.2616028721895,-123.078779220057
A,49.2588906090909,-123.080669913114
B,49.2588788407502,-123.078717533447
E,49.2574016392958,-123.088133384116
F,49.2573256330718,-123.086450241169
D,49.2582159516894,-123.088118149917
C,49.2582024784242,-123.086328799213
91,49.2558745795362,-123.089101406082
78,49.2549472825024,-123.08845493846
67,49.2542610217353,-123.088908710683
79,49.2548852765082,-123.086844956545
66,49.2541575738937,-123.086699045402
90,49.2558001672296,-123.087160741591
102,49.2566561142648,-123.088476737124
104,49.2565396239765,-123.084674375167
9,49.2185474086022,-123.131431639169
8,49.2185662772017,-123.132975180574
6,49.2198552803627,-123.131933569112
2,49.2230147752305,-123.092546722255
8,49.2135950483433,-123.140042479129
1,49.2138547003294,-123.143853653946
10,49.2162774865895,-123.141914835642
8,49.2170971671571,-123.142021721983
8,49.2096058722379,-123.140190214509
A,49.2091754201432,-123.13948464513
45,49.2100310581738,-123.138979806045
44,49.2098044688957,-123.138153219407
7,49.2198312858596,-123.133510762983
5,49.2296792522981,-123.140599022493
4,49.2296905103091,-123.142394233086
6,49.2279232570577,-123.140697640735
7,49.2279412913446,-123.142467411703
8,49.2280921311294,-123.14412222597
3,49.2298052832054,-123.144111482335
6,49.2313619661202,-123.135650754076
1013,49.2313278434998,-123.134082033778
B,49.2261512456669,-123.136238542925
C,49.2260865332037,-123.133550593107
I,49.2251860719464,-123.134348815227
K,49.2252143487742,-123.136272334678
L,49.224338948353,-123.13640859689
A,49.2253087554806,-123.138314675047
N,49.2228744737806,-123.136446370147
15,49.2229063616811,-123.138712457828
P,49.2230789592905,-123.134323766289
J,49.2243115588939,-123.134497474098
F,49.2228839514615,-123.140841046995
20,49.2643674044139,-123.16747073555
21,49.2636891507227,-123.16733826465
126,49.2633474334097,-123.167411604642
23,49.2636856076744,-123.169276509312
125,49.263374227528,-123.169191877263
13,49.2671013560476,-123.167195592156
59,49.2636594756282,-123.177149405927
60,49.2636458333165,-123.175176657825
123,49.2634542011361,-123.173062474606
33,49.2637441108757,-123.171721995357
124,49.2634454711335,-123.171078427324
2,49.2661000401478,-123.169189266282
54,49.2646878031687,-123.174986158016
48,49.2653490221005,-123.174855965856
53,49.2645173391723,-123.176973683506
4,49.2647808010844,-123.169252092276
3,49.2648064258766,-123.170477529391
3,49.2648530263842,-123.173303656489
4,49.26483072315,-123.171981999763
47,49.2655411452873,-123.176927642514
171,49.2609480216852,-123.189573811637
172,49.2610078739799,-123.192755384456
173,49.2610307475157,-123.195667300492
174,49.2610692431796,-123.198815251437
165,49.2592647550537,-123.198926512415
166,49.2592242854721,-123.195989629739
167,49.259153907347,-123.192711345602
168,49.2591597882596,-123.189756085136
180,49.2627334848099,-123.189533507811
36,49.2568226553737,-123.18952828599
16,49.2525781396255,-123.063391215609
17,49.2522745898915,-123.063040446847
1,49.2395806009594,-123.070581164409
A,49.2395664476424,-123.069339714637
2,49.2387454802587,-123.072874022416
B,49.2387159003057,-123.069328289325
2,49.2387290013131,-123.070584443106
3,49.2378632663883,-123.070593649889
C,49.2378379522942,-123.069348559626
4,49.2379938019513,-123.078024744253
D,49.2370026857484,-123.069445089447
4,49.2370677107573,-123.072750954689
E,49.236504275858,-123.06952196409
5,49.2365372316678,-123.070770933174
5,49.2366004951339,-123.07254037896
12,49.2366244851896,-123.075337623751
7,49.2366354121939,-123.077930950382
6,49.2371438028952,-123.078134636054
2,49.2396518212307,-123.077760935673
3,49.2388301370931,-123.077901377953
1,49.2396066450747,-123.072708689247
3,49.23792681989,-123.072607643136
4,49.2370162188532,-123.07058094463
2,49.2355437435272,-123.070666432614
3,49.2355279075434,-123.069277603056
3,49.2355609215236,-123.072054578175
2,49.2338432034447,-123.072117258761
3,49.2432483136271,-123.077389255708
L,49.2557927339863,-123.068966411364
C,49.2571281384409,-123.076738435393
27,49.2548076068306,-123.183012642833
22,49.2544313533193,-123.180232506915
G,49.2560639644403,-123.180523100358
H,49.2551960402946,-123.179872728164
22,49.2548077558932,-123.181114242951
A,49.2567878150213,-123.17982765054
J,49.2549938468499,-123.178013465913
19,49.254258863743,-123.177768963138
32,49.2512054041573,-123.186879287815
31,49.2530159397104,-123.186732847554
25,49.2511884146593,-123.183403130895
26,49.2530121639788,-123.183769369776
24,49.2511876307617,-123.180537006341
30,49.2548215480919,-123.186840608704
BLK. 171,49.2580832412348,-123.076290297339
W1/2,49.2603008084399,-123.079210802537
E1/2,49.2602846966562,-123.078116214931
M,49.2237218797938,-123.136402737095
16,49.223738506297,-123.138569115123
A,49.2254926513016,-123.14257907512
14,49.2220056467376,-123.138952270803
24,49.2211010966159,-123.139014924518
U,49.2209479959401,-123.137020768634
22,49.2209058719904,-123.136221404484
V,49.2197366995908,-123.135895148853
27,49.218701503316,-123.139108315596
17,49.2186619887198,-123.137204117589
18,49.2186037512892,-123.136187228706
19,49.218589079909,-123.13510722454
26,49.2194935727819,-123.139078995327
25,49.2201970274934,-123.139051485424
1,49.220836441272,-123.134328564825
2,49.2313829563608,-123.138759883203
870,49.2393929632894,-123.141131847331
889,49.2395315001329,-123.143293921036
2,49.2373440729688,-123.142937263402
5,49.2363794034493,-123.141483900301
6,49.2361481045784,-123.143521673665
851,49.2403786132813,-123.139117919058
993,49.2331511677398,-123.134078795545
971,49.2346758296106,-123.138236264088
951,49.2356295199001,-123.138142121804
972,49.2346195091691,-123.136154314557
973,49.2345148565738,-123.133994078006
953,49.2354044052148,-123.133676458023
952,49.2357896814545,-123.136171308983
57,49.2545380588356,-123.133821427436
469,49.2576803881381,-123.142653134883
470,49.2574158577663,-123.14030164856
490,49.2564465858271,-123.140332268355
38,49.2550043727304,-123.141071291211
489,49.2567026590963,-123.142830167924
49,49.2560431600446,-123.142587069925
449,49.2583422454854,-123.142661790305
450,49.2583330760968,-123.14025466316
451,49.2582832955318,-123.137410900301
69,49.2500144027879,-123.137945704484
70,49.2499767767757,-123.135573944436
65,49.2513094621672,-123.135537799272
64,49.2513461885161,-123.137910307692
58,49.2525065638168,-123.13791770381
59,49.2526918232939,-123.136087180077
60,49.2525711253984,-123.133861966094
37,49.2534836033244,-123.141101683062
33,49.2522652528819,-123.140630546928
290,49.2656490417671,-123.140329320586
F,49.209429800691,-123.147286807784
6,49.2094220630269,-123.144366897452
11,49.2127296921261,-123.149182318871
9,49.213377972177,-123.151758994495
10,49.2115025975734,-123.149955150237
12,49.2119926811819,-123.153737438318
O   &   R,49.2108021251513,-123.152429288563
15,49.2093276682199,-123.15052440432
1,49.2074719614387,-123.145687323137
2,49.2079276834278,-123.147556284245
2,49.2063551072681,-123.14433163649
146,49.2765111383186,-123.149327541075
137,49.2770261462008,-123.147000550955
136,49.277247490423,-123.149051138704
E,49.274175792122,-123.140036488449
A,49.2748830731128,-123.13863564204
A,49.2743868353053,-123.138882945747
B,49.2726007679717,-123.13906241796
251,49.2675244320765,-123.137396671915
252,49.2684825884965,-123.137995784352
FALSE,49.2689603778199,-123.136397083327
229,49.2691473986797,-123.142134738874
228,49.2691797470192,-123.144202421127
684,49.2481896010186,-123.106466483079
724,49.2463520063231,-123.106626681806
1,49.2334892256155,-123.146962364114
7,49.2334036780596,-123.148420899376
262,49.2669888924147,-123.158690665573
261,49.2668588412784,-123.16134604973
14,49.2668548403128,-123.165478808582
263,49.2667821893752,-123.156549304742
260,49.2668802158447,-123.163570985575
363,49.2625721849179,-123.156824741502
362,49.261800884793,-123.156775965944
361,49.26194713606,-123.160297684338
401,49.2605201228793,-123.161521040704
402,49.2604818800337,-123.159086346543
403,49.2604551961174,-123.156806076323
423,49.259531261203,-123.156799795703
422,49.2595708181308,-123.159105655133
421,49.2595998455728,-123.16156886092
441,49.258678696783,-123.161602947041
440A,49.258715748351,-123.164015698742
442,49.2586414863959,-123.159262350531
443,49.2586041483102,-123.156980853093
420A,49.2596359973066,-123.163982341696
400A,49.2605587455673,-123.163968851494
360B,49.2620014120744,-123.163895385642
91,49.2606961785292,-123.16566852379
82,49.2616494129974,-123.165660334606
71,49.2625539787612,-123.165598777928
100,49.259840807997,-123.165748383226
111,49.2589358906932,-123.165747400593
483,49.256841607107,-123.156934667213
513,49.2556744726825,-123.156944681906
529,49.2549552219417,-123.157005602023
482,49.2568761098328,-123.159309525
322,49.2642651306154,-123.159053769177
2,49.2265964039488,-123.168877679989
4,49.2243104574854,-123.174444422449
5,49.2257637958454,-123.166483662203
11,49.2183210396701,-123.174660879544
8,49.2191104323965,-123.170729952326
10,49.2204936947515,-123.174471485911
E,49.2201741680891,-123.166434550461
9,49.2223043954332,-123.174509446597
7,49.2222851302092,-123.170867302519
16,49.2166238949391,-123.174777096936
193,49.272004122585,-123.156260632058
182,49.2729109444339,-123.157421602642
192,49.272238611066,-123.158642370996
191,49.272096779737,-123.161238185472
190,49.2721025538188,-123.163460267204
2,49.2721564861484,-123.16525820956
160,49.2738819080654,-123.162237080588
1,49.2725924386973,-123.166204904286
160A,49.2739357355333,-123.161163481453
212,49.2702900481822,-123.158574194938
211,49.2703382907911,-123.161076871688
233,49.2684911462105,-123.156420660972
232,49.2686193144245,-123.158745504114
222,49.269418888418,-123.158837406336
11,49.2677434514063,-123.165515141409
230A,49.2685985918934,-123.163555098815
231,49.2685632721312,-123.161190023447
1,49.2038853915434,-123.137951221911
X,49.2028466891747,-123.133672102684
Z,49.2007775178235,-123.133516185529
55,49.2908927272426,-123.134199827024
69,49.2903026788328,-123.141559075836
68,49.2910100609697,-123.140658472921
67,49.2917067526966,-123.139539562896
66,49.2923829713686,-123.138449128238
65,49.2928356007896,-123.136023792102
64,49.2936003798393,-123.13472488006
61,49.2863024658559,-123.139747117789
60,49.2869778373507,-123.138757653332
59,49.2877063748969,-123.137674127202
58,49.2882790517797,-123.136407931472
56,49.2897458382568,-123.134374745917
47,49.2857902493249,-123.13471389891
46,49.286502542794,-123.133666666675
71,49.2892382778649,-123.143262070223
70,49.2895673253927,-123.142669673024
62,49.2855824374089,-123.140844330135
57,49.2890963468339,-123.135564511248
49,49.2844622048888,-123.13696101845
48,49.2850321788695,-123.13569216743
37,49.2827903264069,-123.134370599117
63,49.2849533422958,-123.142596944359
52,49.2823394508077,-123.140349683717
51,49.2831135222382,-123.139122007774
38,49.2820948481482,-123.13550130481
39,49.2813500255698,-123.13654373526
50,49.283824911166,-123.138097663489
40,49.2806143220565,-123.137337928945
26,49.2798488452385,-123.134141315071
27,49.2791370261564,-123.135193831906
28,49.2785480791375,-123.136148380693
14,49.2771153068514,-123.134165330535
41,49.2802760484349,-123.137987961877
114,49.2744275504574,-123.12717643068
113,49.2750997250069,-123.128023553265
123,49.2744289144543,-123.129896334051
115,49.2740613745596,-123.126545288876
103,49.2762474175078,-123.126318606558
95,49.2760608878572,-123.122802332879
105,49.2748824946856,-123.124472014448
104,49.2755886040665,-123.125432243456
A,49.2036553327848,-123.134066230451
42,49.2091303607785,-123.136816337841
82,49.2491751701903,-123.186868890386
32,49.251210792404,-123.140500816761
269,49.2665689700775,-123.142316758297
250,49.2673660487295,-123.139896954081
249,49.2673909479316,-123.142107865187
270,49.266599038676,-123.139813673613
372,49.2620038306106,-123.135255147671
371,49.2620129371863,-123.137341553031
391,49.2610917878708,-123.137374978368
392,49.2610552463537,-123.135196493839
412,49.260097204685,-123.135240563993
432,49.259176468689,-123.135305377023
411,49.2601366958017,-123.137585326608
431,49.2592157558347,-123.137450128964
352,49.2629026501005,-123.135293394687
369,49.2621020586129,-123.142593818972
389,49.2611752296075,-123.142417535016
409,49.2602195151577,-123.142541639099
429,49.2593005055157,-123.142589128411
430,49.2592636754274,-123.140210737512
410,49.2601804586989,-123.140143942881
390,49.2611352282216,-123.140129356594
370,49.2620548477669,-123.1400970777
370,49.2620548477669,-123.1400970777
53,49.2558721841093,-123.135228195894
471,49.2576433525786,-123.138229730103
51,49.2568869934089,-123.135185740863
472,49.2573519843905,-123.135153959169
50,49.2560793038961,-123.137767103899
56,49.2543884500681,-123.136953526547
452,49.2582443294326,-123.135283272392
55,49.2530795400323,-123.086809014845
42,49.2521667306135,-123.086666880504
62,49.2538592659113,-123.078851326744
64,49.2537640004479,-123.082744485284
65,49.2539546736413,-123.084997602724
63,49.2538690959104,-123.08093519409
42,49.252107276496,-123.147907917738
35,49.2525192982752,-123.145987833176
532,49.2538290354496,-123.154673422209
24,49.2538171887753,-123.151763550076
41,49.2538421916354,-123.147769553201
667,49.2482366679778,-123.147321554738
668,49.2482093272156,-123.14533635004
666,49.2482599931625,-123.148620418341
665,49.2482759786755,-123.14947030814
708,49.2465771092279,-123.145018935398
707,49.2465567463606,-123.146521332902
706,49.2465596345604,-123.148122038922
746,49.2451533920612,-123.147650661973
705,49.2472940962965,-123.149511037665
89,49.246122216489,-123.151079576482
90,49.2469848739046,-123.150662162664
88,49.2454114802686,-123.152520736593
76,49.2482545560259,-123.152079538428
92,49.2463514945247,-123.154185465038
74,49.2492854204171,-123.15070521842
21B,49.2388271222595,-123.145464494187
21A,49.2395892370794,-123.148475372893
21,49.239363256957,-123.151675639039
7,49.2361850631584,-123.145943616377
B,49.2371962405662,-123.153404628182
A,49.2372279194067,-123.151230124767
F,49.2372017368499,-123.151975279449
3,49.2372092796679,-123.148541307565
2,49.2372146477276,-123.149699735246
1,49.2373993073935,-123.145677996852
9,49.2316569580911,-123.145517311458
13,49.2126338417529,-123.080523467115
42,49.2661824324861,-123.175144003018
30,49.2672957708987,-123.16993216986
29,49.2673316040327,-123.172049949601
R,49.2337641086674,-123.177370130705
6,49.2332174030819,-123.180408721241
7,49.2345038090391,-123.180360534074
5,49.2331934962559,-123.183559070224
8,49.2341527761011,-123.183605221435
8,49.2351615078193,-123.183670775514
4,49.2328871518853,-123.186653421113
4,49.2355746386656,-123.186580453232
P,49.2308675024493,-123.178309504682
3,49.2312364130878,-123.18053540262
2,49.2293021656834,-123.18154885958
3,49.2278740385585,-123.183605262379
1,49.2295066730731,-123.18361475988
4,49.231132545171,-123.18362835378
5,49.2295291433826,-123.186690203314
4,49.2280742305513,-123.188038283047
2,49.226333886601,-123.177423040865
5,49.2243404766796,-123.177455017492
6,49.2268148791686,-123.183867085096
12,49.2198370698789,-123.177685405064
13,49.220149213049,-123.181149933866
14,49.2183149271644,-123.181536653674
15,49.2182922644682,-123.177890640549
7,49.2223282298111,-123.180638084035
8,49.2223165993581,-123.177410677273
12,49.2677702301803,-123.167344849728
9,49.268659545575,-123.167310523331
8,49.2695532678242,-123.167170982875
5,49.2704455515367,-123.167155151302
4,49.2713636651727,-123.167061324742
14,49.2705483969722,-123.174806048091
13,49.2705864829608,-123.176621746712
19,49.2696602871362,-123.176736837299
1,49.2423702819014,-123.074064637125
2,49.2423798166482,-123.073061971552
91,49.2665549936766,-123.093831363748
88,49.2656109623195,-123.09392354943
89,49.2657838565022,-123.09541975677
5,49.2834608758961,-123.107769584897
3,49.2160120890937,-123.102932973649
3,49.2113681284425,-123.090344346503
357,49.2626958524373,-123.122994614084
356,49.2627443192659,-123.125586210559
353,49.2628602961688,-123.132769391699
F,49.2575190270025,-123.090357419123
25,49.2667271181528,-123.099704807227
41,49.2638259618978,-123.096490334589
104,49.2638078485501,-123.09557765272
105A,49.2637323035909,-123.092092700514
27,49.2658449571858,-123.096571877136
29,49.2657989641555,-123.099696834175
26,49.2666707066584,-123.098025821567
121,49.2628767926927,-123.09404060302
120,49.2628603621076,-123.092149354226
119,49.2628240752389,-123.090154272753
131,49.2587344848037,-123.096004149299
132,49.2585627655858,-123.093980841681
130,49.2594794252512,-123.095622192533
127,49.2601078561236,-123.095992932174
128,49.2600046965047,-123.094192688859
126,49.2609524353339,-123.095850974189
34,49.2472604519008,-123.100713339685
70,49.2812626931029,-123.124526542648
60,49.2822502927317,-123.123165983865
36,49.2834738595123,-123.133284434934
35,49.2841473396618,-123.132351103816
34,49.284859972839,-123.131223707619
4,49.284509428834,-123.122982349646
93,49.2772848812327,-123.124791798879
83,49.2783120926568,-123.123294406384
94,49.2766700721362,-123.123802408342
10,49.2799602313599,-123.129922808787
90,49.2789867985153,-123.128046304583
80,49.2802495144121,-123.126248546001
91,49.2784815945342,-123.126936186985
81,49.2796051896217,-123.12519024413
71,49.2807549468264,-123.123701524613
82,49.2790376239939,-123.124220265521
92,49.2778510460794,-123.125994715782
25,49.2805640354376,-123.133199294199
13,49.2778275846666,-123.133159574508
12,49.2785285547721,-123.132044456607
11,49.2791972958597,-123.130871476197
100,49.2780569091508,-123.129510107067
110,49.2771103827359,-123.130953834117
102,49.2768715209844,-123.127245516533
72,49.2800108933505,-123.122688260116
101,49.2775200469097,-123.128351587276
9,49.2808628200249,-123.128762735283
76,49.2762584364365,-123.120222655272
7,49.2678474136245,-123.111433262719
3,49.2682119188555,-123.112655888073
2,49.2676265982847,-123.113751437878
44,49.2879000506762,-123.131407793285
D,49.2077691096466,-123.132724579515
C,49.206301939975,-123.132764543248
B,49.2050960620429,-123.132823037649
14,49.2051055873994,-123.132149177103
13,49.2050964166873,-123.131435715214
21,49.2052464175999,-123.130877392709
23,49.2047231333966,-123.130981156684
17,49.2059957125412,-123.130913005493
16,49.2063421642785,-123.131548270485
13,49.2066127337515,-123.131524619618
117,49.2613683252717,-123.09700847465
116,49.260580845541,-123.096990727209
113,49.2596674240141,-123.097229531399
112,49.2586841073314,-123.097555623744
118,49.2614081088002,-123.099726485709
115,49.2605214368151,-123.099534265468
114,49.2596306241655,-123.099928974469
111,49.2587058371411,-123.099802016207
D,49.2609591913021,-123.092089931718
E,49.2600545222275,-123.092115996828
C,49.2609455203611,-123.090171727681
F,49.2600407839465,-123.090180909314
D,49.2574360036052,-123.078645479855
103,49.2566069118336,-123.086623064408
19,49.2503892492073,-123.088738006777
1,49.2231296237091,-123.094527950971
1,49.2239962752415,-123.096159786159
2,49.2239333078624,-123.093764040982
6,49.2358218469703,-123.09549784525
11,49.243785030021,-123.095486422973
10,49.2439176102351,-123.092153064883
12,49.2449026027347,-123.095371916418
13,49.2449175159306,-123.092192750284
12,49.2423672153577,-123.098564282506
10,49.2441125955614,-123.099291112027
11,49.2415874011617,-123.098552440395
10,49.240900601616,-123.098504308503
6,49.2394358735979,-123.099005576805
9,49.2394055640678,-123.097966312463
10,49.2391713984549,-123.09820108232
7,49.2401878194876,-123.098112219926
8,49.2398849861738,-123.098111606299
11,49.2386977248654,-123.098086985699
8,49.2384036727094,-123.098126530991
1,49.2399436015995,-123.095205918084
2,49.2390819330424,-123.095712986783
3,49.2382980002113,-123.095590182686
4,49.2374477048851,-123.095429064727
1,49.2395563563861,-123.089570678983
2,49.2374539846834,-123.089760148142
5,49.2365211433445,-123.095512642043
12,49.2369470371247,-123.098221069743
4,49.2365598266775,-123.098232843934
B,49.2364290681104,-123.093722289666
A,49.2489627969228,-123.096068578489
10,49.2140986087403,-123.137319157054
9,49.2141072457873,-123.137921843685
8,49.2141237869153,-123.138734086142
1124,49.22799319912,-123.107618360125
27,49.206053077368,-123.100103003446
26,49.2061059559918,-123.099169958326
25,49.2061782739352,-123.098206321008
24,49.2062514874017,-123.097237891318
23,49.20631788833,-123.096349744918
22,49.2063792953033,-123.09550963716
21,49.2064267950712,-123.094651680836
20,49.2065025154943,-123.093849350376
19,49.2065648041899,-123.092997596032
18,49.2066366636132,-123.092036754379
124,49.2842565301393,-123.091250646426
43,49.2833118331818,-123.090606457473
52,49.2824229492455,-123.090776729529
59,49.2815274351029,-123.090592491091
58,49.2815039795904,-123.092483828545
D,49.2260118655348,-123.130319683955
F,49.2267553953148,-123.12439704564
H,49.2247568302828,-123.132586258403
A,49.248960109215,-123.099697426339
9,49.2447205743445,-123.099333205708
11,49.2435773331153,-123.099313079236
12,49.2428351180882,-123.099584746735
96,49.2559996218012,-123.099797109562
73,49.2550890619395,-123.099850201639
72,49.2541888117443,-123.099922578887
B,49.2617329158256,-123.074800235325
22,49.2087315799758,-123.122776920331
23,49.2079847735755,-123.123383947358
Y,49.2076395193408,-123.124729446436
X,49.2076527376897,-123.125547501035
26,49.2086674673499,-123.125475231467
V,49.2072875829646,-123.127900373286
10,49.2077050447191,-123.128460472444
9,49.2077059099487,-123.128644856786
8,49.2077129493522,-123.129180310861
7,49.2077193273244,-123.129493337803
6,49.2077273308069,-123.129975937534
E,49.2627445590265,-123.076657187031
F,49.2627189585024,-123.07451240662
C,49.2628749271415,-123.072546502648
